size,path
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Philadelphia#2023-10-28 23:07:00/2#Bedford#2023-10-28 12:23:00+00:00/2#Strasburg#2023-10-28 14:05:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Breinigsville#2023-10-28 23:12:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Edison#2023-10-28 22:07:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#La Porte#2023-10-30 18:42:00
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#La Porte#2023-10-30 18:42:00/3#Longview#2023-10-31 06:08:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#La Porte#2023-10-30 18:42:00/3#Longview#2023-10-31 06:08:00+00:00/3#Dallas#2023-10-31 08:16:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#La Porte#2023-10-30 18:42:00/3#Longview#2023-10-31 06:08:00+00:00/3#Mt Pleasant#2023-10-31 07:00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#La Porte#2023-10-30 18:42:00/3#Longview#2023-10-31 06:08:00+00:00/3#Texarkana#2023-10-31 07:44:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#La Porte#2023-10-30 18:42:00/3#Longview#2023-10-31 06:08:00+00:00/3#Palestine#2023-10-31 07:36:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#Orange#2023-10-30 20:06:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#Baytown#2023-10-30 18:43:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#Houston#2023-10-30 18:16:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#Pasadena#2023-10-30 18:31:00
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#Pasadena#2023-10-30 18:31:00/3#Austin#2023-10-31 02:50:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#Pasadena#2023-10-30 18:31:00/3#Austin#2023-10-31 02:50:00+00:00/3#San Antonio#2023-10-31 04:09:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Wilmington#2023-10-28 23:36:00/2#Houston#2023-10-30 18:16:00+00:00/2#Yoakum#2023-10-30 20:28:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Lexington#2023-10-20 13:58:00/1#Bronx#2023-10-28 21:20:00+00:00/1#Florida#2023-10-28 22:24:00
200,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00
300,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Asheville#2023-10-27 20:24:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Tucker#2023-10-27 20:44:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Atlanta#2023-10-28 04:06:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Austell#2023-10-28 04:01:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Macon#2023-10-28 05:35:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Forest Park#2023-10-28 04:22:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Newnan#2023-10-28 04:41:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Cartersville#2023-10-28 03:45:00
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Cartersville#2023-10-28 03:45:00/3#Midway#2023-10-29 14:22:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Cartersville#2023-10-28 03:45:00/3#Midway#2023-10-29 14:22:00+00:00/3#Valdosta#2023-10-29 15:48:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Cartersville#2023-10-28 03:45:00/3#Midway#2023-10-29 14:22:00+00:00/3#Lake City#2023-10-29 16:18:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Cartersville#2023-10-28 03:45:00/3#Midway#2023-10-29 14:22:00+00:00/3#Norman Park#2023-10-29 15:41:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Atlanta#2023-10-27 20:56:00/2#Acworth#2023-10-28 03:33:00+00:00/2#Oakwood#2023-10-28 04:40:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Laurens#2023-10-27 19:37:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Oakwood#2023-10-27 20:21:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Oakwood#2023-10-27 20:21:00/2#Monroe#2023-10-28 17:36:00+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Oakwood#2023-10-27 20:21:00/2#Monroe#2023-10-28 17:36:00+00:00/2#Macon#2023-10-28 18:55:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Oakwood#2023-10-27 20:21:00/2#Monroe#2023-10-28 17:36:00+00:00/2#Oakwood#2023-10-28 18:12:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Oakwood#2023-10-27 20:21:00/2#Monroe#2023-10-28 17:36:00+00:00/2#Forest Park#2023-10-28 18:24:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Tucker#2023-10-20 15:10:00/1#Anderson#2023-10-27 18:52:00+00:00/1#Oakwood#2023-10-27 20:21:00/2#Monroe#2023-10-28 17:36:00+00:00/2#Atlanta#2023-10-28 18:22:00
200,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00
300,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Norfolk#2023-10-27 22:45:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Allentown#2023-10-28 02:08:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Monroe Twp#2023-10-28 01:20:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Swedesboro#2023-10-28 02:20:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Bloomfield#2023-10-28 02:11:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Vineland#2023-10-28 02:39:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Newark#2023-10-28 00:46:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Edison#2023-10-28 01:09:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Somerset#2023-10-28 01:38:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Florida#2023-10-28 01:26:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Wilmington#2023-10-28 02:38:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Gloucester Cy#2023-10-28 02:09:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Breinigsville#2023-10-28 02:14:04.564000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Springfield#2023-10-27 23:56:00/2#College Point#2023-10-28 00:17:04.564000+00:00/2#Philadelphia#2023-10-28 02:08:04.564000
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00/2#Eustis#2023-10-29 06:33:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00/2#Lake Wales#2023-10-29 06:17:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00/2#Zephyrhills#2023-10-29 06:43:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00/2#Haines City#2023-10-29 06:01:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00/2#Auburndale#2023-10-29 06:14:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00/2#Gainesville#2023-10-29 07:44:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00/2#Myakka City#2023-10-29 07:47:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Richmond#2023-10-27 22:22:00/2#Kissimmee#2023-10-29 05:40:00+00:00/2#Lakeland#2023-10-29 06:23:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Nashville#2023-10-27 23:22:00
400,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00
500,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Bloomfield#2023-10-28 04:20:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Allentown#2023-10-28 04:10:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Florida#2023-10-28 03:29:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Wilmington#2023-10-28 04:31:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Somerset#2023-10-28 03:31:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Avondale#2023-10-28 04:42:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00
900,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Augusta#2023-10-30 15:46:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Southborough#2023-10-30 17:00:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Newport#2023-10-30 16:33:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Portland#2023-10-30 14:52:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Portsmouth#2023-10-30 15:41:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Haverhill#2023-10-30 16:09:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Boston#2023-10-30 16:36:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Westbrook#2023-10-30 14:57:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Worcester#2023-10-30 17:07:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Durham#2023-10-30 15:14:00
1000,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Batavia#2023-10-30 13:57:00/3#S Portland#2023-10-30 14:48:00+00:00/3#Gloucester#2023-10-30 16:29:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Effingham#2023-10-20 15:17:00/1#Disputanta#2023-10-27 21:42:00+00:00/1#Colonial Hts#2023-10-27 21:57:00/2#Woodside#2023-10-28 02:19:04.563000+00:00/2#Newark#2023-10-28 02:48:04.563000/2#E Syracuse#2023-10-30 12:00:00+00:00/2#Rochester#2023-10-30 13:31:00
