size,path
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#York#2023-10-27 23:51:26.187000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#Jessup#2023-10-27 22:51:26.187000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#Richmond#2023-10-27 23:25:26.187000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#Wilmington#2023-10-28 00:14:26.187000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#Hanover#2023-10-27 22:56:26.187000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#Lancaster#2023-10-28 00:16:26.187000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#Lyndhurst#2023-10-27 23:39:26.187000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#Avondale#2023-10-28 00:11:26.187000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#North East#2023-10-27 23:15:04.563000/3#Manassas#2023-10-27 21:51:26.187000+00:00/3#Mt Crawford#2023-10-27 23:44:26.187000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Newark#2023-10-27 23:11:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Gloucester Cy#2023-10-27 23:33:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Wilmington#2023-10-27 23:59:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Trenton#2023-10-27 22:54:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Allentown#2023-10-27 23:58:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Bethlehem#2023-10-27 23:50:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Philadelphia#2023-10-27 23:28:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Monroe Twp#2023-10-27 22:42:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#Swedesboro#2023-10-27 23:43:26.188000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Hanover#2023-10-27 22:18:04.563000/3#Monmouth Jct#2023-10-27 22:34:26.188000+00:00/3#S Plainfield#2023-10-27 22:54:26.188000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Minersville#2023-10-28 18:35:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Breinigsville#2023-10-28 19:37:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Wilmington#2023-10-28 20:09:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Arkport#2023-10-28 20:05:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Avondale#2023-10-28 20:06:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Lebanon#2023-10-28 19:06:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Hazle Twp#2023-10-28 18:37:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Jonestown#2023-10-28 19:00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Kutztown#2023-10-28 19:12:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Rising Sun#2023-10-28 20:03:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Baltimore#2023-10-28 20:10:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Pottsville#2023-10-28 18:40:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#York#2023-10-28 19:16:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Gloucester Cy#2023-10-28 00:04:04.563000/2#Milton#2023-10-28 17:46:00+00:00/2#Shippensburg#2023-10-28 19:28:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Swedesboro#2023-10-27 23:51:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Rising Sun#2023-10-27 23:14:04.563000
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Rising Sun#2023-10-27 23:14:04.563000/3#Riviera Beach#2023-10-29 03:47:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Rising Sun#2023-10-27 23:14:04.563000/3#Riviera Beach#2023-10-29 03:47:00+00:00/3#Miami#2023-10-29 05:02:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Rising Sun#2023-10-27 23:14:04.563000/3#Riviera Beach#2023-10-29 03:47:00+00:00/3#Ft Lauderdale#2023-10-29 04:38:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Rising Sun#2023-10-27 23:14:04.563000/3#Riviera Beach#2023-10-29 03:47:00+00:00/3#Myakka City#2023-10-29 06:12:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Rising Sun#2023-10-27 23:14:04.563000/3#Riviera Beach#2023-10-29 03:47:00+00:00/3#Hialeah Grdns#2023-10-29 05:03:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Wilmington#2023-10-27 23:39:04.563000
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Wilmington#2023-10-27 23:39:04.563000/3#Raleigh#2023-10-28 02:31:26.186000+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Wilmington#2023-10-27 23:39:04.563000/3#Raleigh#2023-10-28 02:31:26.186000+00:00/3#Weldon#2023-10-28 04:00:26.186000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Wilmington#2023-10-27 23:39:04.563000/3#Raleigh#2023-10-28 02:31:26.186000+00:00/3#Reidsville#2023-10-28 04:09:26.186000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Wilmington#2023-10-27 23:39:04.563000/3#Raleigh#2023-10-28 02:31:26.186000+00:00/3#Harrisburg#2023-10-28 04:23:26.186000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Wilmington#2023-10-27 23:39:04.563000/3#Raleigh#2023-10-28 02:31:26.186000+00:00/3#Fayetteville#2023-10-28 03:35:26.186000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Wilmington#2023-10-27 23:39:04.563000/3#Raleigh#2023-10-28 02:31:26.186000+00:00/3#Colonial Hts#2023-10-28 04:43:26.186000
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Wilmington#2023-10-27 23:39:04.563000/3#Raleigh#2023-10-28 02:31:26.186000+00:00/3#Lumberton#2023-10-28 04:07:26.186000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Springfield#2023-10-27 23:01:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Philadelphia#2023-10-28 00:04:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Harrisburg#2023-10-27 23:47:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Avondale#2023-10-27 23:35:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Newark#2023-10-28 22:11:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Amsterdam#2023-10-28 20:18:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Rome#2023-10-28 21:33:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Ft Drum#2023-10-28 22:02:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Florida#2023-10-28 21:31:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Delhi#2023-10-28 21:12:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Concord#2023-10-28 22:11:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Bloomfield#2023-10-28 21:29:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#W Lebanon#2023-10-28 21:25:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Ft George Mead#2023-10-27 22:16:04.563000/3#Glenmont#2023-10-28 19:42:00+00:00/3#Fraser#2023-10-28 21:16:00
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Lancaster#2023-10-27 23:46:04.563000
600,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Burtonsville#2023-10-27 22:25:04.563000
700,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Burtonsville#2023-10-27 22:25:04.563000/3#Rensselaer#2023-10-28 19:50:00+00:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Burtonsville#2023-10-27 22:25:04.563000/3#Rensselaer#2023-10-28 19:50:00+00:00/3#Amsterdam#2023-10-28 20:26:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Burtonsville#2023-10-27 22:25:04.563000/3#Rensselaer#2023-10-28 19:50:00+00:00/3#Florida#2023-10-28 21:44:00
800,0#Augusta#2023-10-20T13:00:00+00:00/0#Gaffney#2023-10-20 14:53:00/1#Norfolk#2023-10-27 23:12:10.433000+00:00/1#Richmond#2023-10-28 00:45:10.433000/2#Jessup#2023-10-27 22:12:04.563000+00:00/2#Burtonsville#2023-10-27 22:25:04.563000/3#Rensselaer#2023-10-28 19:50:00+00:00/3#Ft Drum#2023-10-28 22:10:00
